City_ID,City,Lat,Max Temp,% Humidity,Cloudiness,Wind Speed
539,Ostrovnoy,68.0531,18.99,95,100,7.83
540,Kirkwall,58.9848,44.6,87,40,19.57
541,Coahuayana Viejo,18.7333,78.8,100,1,7.67
542,Broome,42.2506,36.0,51,90,11.5
543,Huilong,31.8111,51.01,80,97,1.01
544,Chitagá,7.1378,75.2,73,75,11.5
545,Pendleton,45.6721,44.01,56,90,2.75
546,Caiapônia,-16.9567,79.02,75,100,4.03
547,Pārvatipuram,18.7833,72.05,77,0,0.85
548,Antalaha,-14.9003,76.23,89,100,5.5
549,Sijunjung,-0.6876,72.72,99,100,1.16
550,Yārāda,17.65,78.71,77,0,5.93
551,Buala,-8.145,79.59,75,61,3.51
552,Chapleau,47.8405,41.0,19,20,5.75
553,Hearst,49.6835,44.6,24,100,11.5
554,Labuhan,-6.8844,78.64,82,36,3.42
555,Piracuruca,-3.9281,85.03,73,25,3.71
556,Vanimo,-2.6741,77.22,85,46,2.19
557,Zhezkazgan,47.8043,6.69,71,0,5.5
558,Mayo,38.8876,44.6,70,90,11.5
559,Oleksandrivka,48.9634,39.27,84,96,13.31
560,Edd,13.9297,85.62,44,0,22.44
561,Aden,12.7794,78.58,77,2,17.52
562,Dangara,29.6799,69.62,31,0,4.61
563,Saint Anthony,45.0205,36.0,69,90,4.61
564,Clyde River,70.4692,-5.8,54,40,18.41
565,Takāb,36.4009,42.91,75,0,4.07
566,Ialibu,-6.2821,55.09,97,100,2.35
567,Luxor,25.6989,78.8,31,0,5.75
568,Lerwick,60.1545,46.4,76,40,23.02
569,Bintulu,3.1667,73.4,94,20,4.61
